Feature,Feature Systematic Name,Feature Type,Coordinates,Start,End,Strand,essential_or_not,Feature Systematic Name
ALE1,YOR175C,ORF,659815-661674,659815,661674,-,not essential,YOR175C
HEM15,YOR176W,ORF,662401-663582,662401,663582,+,essential,YOR176W
YNCO0021C,YNCO0021C,tRNA gene,663812-663885,663812,663885,-,not essential,YNCO0021C
YORCdelta15,YORCdelta15,long terminal repeat,664003-664324,664003,664324,-,not essential,YORCdelta15
YORWdelta16,YORWdelta16,long terminal repeat,664325-664469,664325,664469,+,not essential,YORWdelta16
YORWdelta17,YORWdelta17,long terminal repeat,664813-665145,664813,665145,+,not essential,YORWdelta17
MPC54,YOR177C,ORF,665785-667179,665785,667179,-,not essential,YOR177C
GAC1,YOR178C,ORF,667860-670241,667860,670241,-,not essential,YOR178C
SYC1,YOR179C,ORF,671845-672411,671845,672411,-,not essential,YOR179C
DCI1,YOR180C,ORF,674352-675167,674352,675167,-,not essential,YOR180C
LAS17,YOR181W,ORF,675939-677840,675939,677840,+,essential,YOR181W
RPS30B,YOR182C,ORF,678191-678793,678191,678793,-,not essential,YOR182C
FYV12,YOR183W,ORF,678872-679261,678872,679261,+,not essential,YOR183W
SER1,YOR184W,ORF,679357-680544,679357,680544,+,not essential,YOR184W
SNR36,YNCO0022C,snoRNA gene,680685-680866,680685,680866,-,not essential,YNCO0022C
GSP2,YOR185C,ORF,681444-682106,681444,682106,-,not essential,YOR185C
YOR186W,YOR186W,ORF,683111-683545,683111,683545,+,not essential,YOR186W
YOR186C-A,YOR186C-A,ORF,683329-683538,683329,683538,-,not essential,YOR186C-A
TUF1,YOR187W,ORF,684030-685343,684030,685343,+,not essential,YOR187W
MSB1,YOR188W,ORF,685767-689180,685767,689180,+,not essential,YOR188W
IES4,YOR189W,ORF,689624-689974,689624,689974,+,not essential,YOR189W
SPR1,YOR190W,ORF,690695-692032,690695,692032,+,not essential,YOR190W
ULS1,YOR191W,ORF,692475-697334,692475,697334,+,not essential,YOR191W
THI72,YOR192C,ORF,698768-700567,698768,700567,-,not essential,YOR192C
YORCdelta18,YORCdelta18,long terminal repeat,703429-703582,703429,703582,-,not essential,YORCdelta18
YORWdelta19,YORWdelta19,long terminal repeat,703612-703762,703612,703762,+,not essential,YORWdelta19
YORWtau2,YORWtau2,long terminal repeat,703772-704062,703772,704062,+,not essential,YORWtau2
YOR192C-C,YOR192C-C,ORF,703988-704224,703988,704224,-,not essential,YOR192C-C
YORCdelta20,YORCdelta20,long terminal repeat,704063-704395,704063,704395,-,not essential,YORCdelta20
YORCTy2-1,YORCTy2-1,LTR retrotransposon,704063-710023,704063,710023,-,not essential,YORCTy2-1
YOR192C-B,YOR192C-B,transposable element gene,704419-709732,704419,709732,-,not essential,YOR192C-B
YOR192C-A,YOR192C-A,transposable element gene,708416-709732,708416,709732,-,not essential,YOR192C-A
YORCdelta21,YORCdelta21,long terminal repeat,709691-710023,709691,710023,-,not essential,YORCdelta21
YORWtau3,YORWtau3,long terminal repeat,710024-710107,710024,710107,+,not essential,YORWtau3
IMT1,YNCO0023W,tRNA gene,710201-710272,710201,710272,+,not essential,YNCO0023W
PEX27,YOR193W,ORF,710446-711576,710446,711576,+,not essential,YOR193W
TOA1,YOR194C,ORF,711683-712543,711683,712543,-,essential,YOR194C
SLK19,YOR195W,ORF,712866-715331,712866,715331,+,not essential,YOR195W
LIP5,YOR196C,ORF,715593-716837,715593,716837,-,not essential,YOR196C
MCA1,YOR197W,ORF,717086-718384,717086,718384,+,not essential,YOR197W
BFR1,YOR198C,ORF,718653-720065,718653,720065,-,not essential,YOR198C
YOR199W,YOR199W,ORF,720181-720510,720181,720510,+,not essential,YOR199W
YOR200W,YOR200W,ORF,720417-720815,720417,720815,+,not essential,YOR200W
MRM1,YOR201C,ORF,720470-721708,720470,721708,-,not essential,YOR201C
HIS3,YOR202W,ORF,721946-722608,721946,722608,+,not essential,YOR202W
YOR203W,YOR203W,ORF,722565-722918,722565,722918,+,not essential,YOR203W
DED1,YOR204W,ORF,722911-724725,722911,724725,+,essential,YOR204W
GEP3,YOR205C,ORF,725564-727234,725564,727234,-,not essential,YOR205C
NOC2,YOR206W,ORF,727512-729644,727512,729644,+,essential,YOR206W
ARS1521,ARS1521,ARS,729740-729969,729740,729969,0,not essential,ARS1521
RET1,YOR207C,ORF,730008-733457,730008,733457,-,essential,YOR207C
PTP2,YOR208W,ORF,733925-736177,733925,736177,+,not essential,YOR208W
NPT1,YOR209C,ORF,736437-737726,736437,737726,-,not essential,YOR209C
RPB10,YOR210W,ORF,738320-738532,738320,738532,+,essential,YOR210W
MGM1,YOR211C,ORF,738924-741569,738924,741569,-,not essential,YOR211C
STE4,YOR212W,ORF,742910-744181,742910,744181,+,not essential,YOR212W
SAS5,YOR213C,ORF,744535-745281,744535,745281,-,not essential,YOR213C
SPR2,YOR214C,ORF,745593-746303,745593,746303,-,not essential,YOR214C
AIM41,YOR215C,ORF,746725-747282,746725,747282,-,not essential,YOR215C
RUD3,YOR216C,ORF,747525-748979,747525,748979,-,not essential,YOR216C
RFC1,YOR217W,ORF,749301-751886,749301,751886,+,essential,YOR217W
YOR218C,YOR218C,ORF,751476-751895,751476,751895,-,not essential,YOR218C
STE13,YOR219C,ORF,752214-755009,752214,755009,-,not essential,YOR219C
RCN2,YOR220W,ORF,755328-756125,755328,756125,+,not essential,YOR220W
MCT1,YOR221C,ORF,756476-757558,756476,757558,-,not essential,YOR221C
ODC2,YOR222W,ORF,758330-759253,758330,759253,+,not essential,YOR222W
SNR35,YNCO0024C,snoRNA gene,759326-759529,759326,759529,-,not essential,YNCO0024C
DSC3,YOR223W,ORF,759782-760660,759782,760660,+,not essential,YOR223W
RPB8,YOR224C,ORF,760825-761265,760825,761265,-,essential,YOR224C
YOR225W,YOR225W,ORF,761392-761721,761392,761721,+,not essential,YOR225W
ISU2,YOR226C,ORF,761614-762084,761614,762084,-,not essential,YOR226C
HER1,YOR227W,ORF,762825-766565,762825,766565,+,not essential,YOR227W
ARS1523,ARS1523,ARS,766605-766788,766605,766788,0,not essential,ARS1523
MCP1,YOR228C,ORF,766869-767777,766869,767777,-,not essential,YOR228C
ETC7,ETC7,matrix attachment site,768106-768128,768106,768128,+,not essential,ETC7
WTM2,YOR229W,ORF,768409-769812,768409,769812,+,essential,YOR229W
WTM1,YOR230W,ORF,770800-772113,770800,772113,+,not essential,YOR230W
MKK1,YOR231W,ORF,772601-774127,772601,774127,+,not essential,YOR231W
YOR231C-A,YOR231C-A,ORF,773163-773363,773163,773363,-,not essential,YOR231C-A
MGE1,YOR232W,ORF,774573-775259,774573,775259,+,essential,YOR232W
KIN4,YOR233W,ORF,775846-778248,775846,778248,+,essential,YOR233W
RPL33B,YOR234C,ORF,778555-779405,778555,779405,-,not essential,YOR234C
IRC13,YOR235W,ORF,779870-780184,779870,780184,+,not essential,YOR235W
SNR17A,YNCO0025W,snoRNA gene,780107-780596,780107,780596,+,not essential,YNCO0025W
DFR1,YOR236W,ORF,780906-781541,780906,781541,+,essential,YOR236W
HES1,YOR237W,ORF,781994-783298,781994,783298,+,not essential,YOR237W
ARS1524,ARS1524,ARS,783345-783563,783345,783563,0,not essential,ARS1524
YOR238W,YOR238W,ORF,783677-784588,783677,784588,+,not essential,YOR238W
ABP140,YOR239W,ORF,784857-786744,784857,786744,+,not essential,YOR239W
MET7,YOR241W,ORF,786995-788641,786995,788641,+,not essential,YOR241W
SSP2,YOR242C,ORF,788742-789857,788742,789857,-,not essential,YOR242C
PUS7,YOR243C,ORF,790211-792241,790211,792241,-,not essential,YOR243C
ESA1,YOR244W,ORF,792531-793868,792531,793868,+,essential,YOR244W
DGA1,YOR245C,ORF,794076-795332,794076,795332,-,not essential,YOR245C
ENV9,YOR246C,ORF,795801-796793,795801,796793,-,not essential,YOR246C
SRL1,YOR247W,ORF,797676-798308,797676,798308,+,not essential,YOR247W
YOR248W,YOR248W,ORF,798013-798315,798013,798315,+,not essential,YOR248W
APC5,YOR249C,ORF,798674-800731,798674,800731,-,essential,YOR249C
CLP1,YOR250C,ORF,800970-802307,800970,802307,-,essential,YOR250C
TUM1,YOR251C,ORF,802550-803464,802550,803464,-,not essential,YOR251C
TMA16,YOR252W,ORF,803667-804203,803667,804203,+,not essential,YOR252W
NAT5,YOR253W,ORF,804377-804907,804377,804907,+,not essential,YOR253W
SEC63,YOR254C,ORF,805032-807023,805032,807023,-,essential,YOR254C
OSW1,YOR255W,ORF,807271-808107,807271,808107,+,not essential,YOR255W
TRE2,YOR256C,ORF,808254-810683,808254,810683,-,essential,YOR256C
CDC31,YOR257W,ORF,811008-811493,811008,811493,+,essential,YOR257W
HNT3,YOR258W,ORF,811671-812324,811671,812324,+,not essential,YOR258W
RPT4,YOR259C,ORF,812395-813708,812395,813708,-,essential,YOR259C
GCD1,YOR260W,ORF,813984-815720,813984,815720,+,essential,YOR260W
RPN8,YOR261C,ORF,815915-816931,815915,816931,-,essential,YOR261C
GPN2,YOR262W,ORF,817292-818335,817292,818335,+,essential,YOR262W
YOR263C,YOR263C,ORF,818757-819164,818757,819164,-,not essential,YOR263C
DSE3,YOR264W,ORF,818866-820158,818866,820158,+,not essential,YOR264W
RBL2,YOR265W,ORF,820454-820774,820454,820774,+,not essential,YOR265W
PNT1,YOR266W,ORF,821023-822294,821023,822294,+,not essential,YOR266W
HRK1,YOR267C,ORF,822588-824867,822588,824867,-,not essential,YOR267C
YOR268C,YOR268C,ORF,825534-825932,825534,825932,-,not essential,YOR268C
PAC1,YOR269W,ORF,826385-827869,826385,827869,+,not essential,YOR269W
VPH1,YOR270C,ORF,828052-830574,828052,830574,-,not essential,YOR270C
FSF1,YOR271C,ORF,831059-832042,831059,832042,-,essential,YOR271C
SNR8,YNCO0026W,snoRNA gene,832332-832521,832332,832521,+,not essential,YNCO0026W
YTM1,YOR272W,ORF,832813-834195,832813,834195,+,essential,YOR272W
TPO4,YOR273C,ORF,834452-836431,834452,836431,-,not essential,YOR273C
MOD5,YOR274W,ORF,837674-838960,837674,838960,+,not essential,YOR274W
RIM20,YOR275C,ORF,839084-841069,839084,841069,-,not essential,YOR275C
CAF20,YOR276W,ORF,841333-841818,841333,841818,+,not essential,YOR276W
YOR277C,YOR277C,ORF,841515-841823,841515,841823,-,not essential,YOR277C
SNR31,YNCO0027C,snoRNA gene,841958-842182,841958,842182,-,not essential,YNCO0027C
SNR5,YNCO0028W,snoRNA gene,842403-842606,842403,842606,+,not essential,YNCO0028W
HEM4,YOR278W,ORF,842817-843644,842817,843644,+,essential,YOR278W
RFM1,YOR279C,ORF,843698-844630,843698,844630,-,not essential,YOR279C
FSH3,YOR280C,ORF,844992-845792,844992,845792,-,not essential,YOR280C
PLP2,YOR281C,ORF,846269-847129,846269,847129,-,essential,YOR281C
YOR282W,YOR282W,ORF,847000-847320,847000,847320,+,not essential,YOR282W
YOR283W,YOR283W,ORF,847453-848145,847453,848145,+,not essential,YOR283W
HUA2,YOR284W,ORF,848478-849209,848478,849209,+,not essential,YOR284W
RDL1,YOR285W,ORF,849635-850054,849635,850054,+,not essential,YOR285W
RDL2,YOR286W,ORF,850280-850729,850280,850729,+,not essential,YOR286W
RRP36,YOR287C,ORF,850937-851839,850937,851839,-,essential,YOR287C
MPD1,YOR288C,ORF,852121-853077,852121,853077,-,not essential,YOR288C
YOR289W,YOR289W,ORF,853357-854112,853357,854112,+,not essential,YOR289W
YNCO0029C,YNCO0029C,tRNA gene,854187-854259,854187,854259,-,not essential,YNCO0029C
YORWsigma3,YORWsigma3,long terminal repeat,854275-854614,854275,854614,+,not essential,YORWsigma3
SNF2,YOR290C,ORF,855147-860258,855147,860258,-,not essential,YOR290C
YPK9,YOR291W,ORF,861175-865593,861175,865593,+,not essential,YOR291W
YOR292C,YOR292C,ORF,865653-866582,865653,866582,-,not essential,YOR292C
RPS10A,YOR293W,ORF,867098-867852,867098,867852,+,not essential,YOR293W
YOR293C-A,YOR293C-A,ORF,867998-868147,867998,868147,-,not essential,YOR293C-A
RRS1,YOR294W,ORF,868340-868951,868340,868951,+,essential,YOR294W
UAF30,YOR295W,ORF,869208-869894,869208,869894,+,not essential,YOR295W
YOR296W,YOR296W,ORF,870202-874071,870202,874071,+,not essential,YOR296W
ARS1526,ARS1526,ARS,874251-874412,874251,874412,0,not essential,ARS1526
TIM18,YOR297C,ORF,874743-875321,874743,875321,-,not essential,YOR297C
MUM3,YOR298W,ORF,875599-877038,875599,877038,+,not essential,YOR298W
MBF1,YOR298C-A,ORF,877230-877685,877230,877685,-,not essential,YOR298C-A
BUD7,YOR299W,ORF,878435-880675,878435,880675,+,not essential,YOR299W
YOR300W,YOR300W,ORF,880575-880883,880575,880883,+,not essential,YOR300W
RAX1,YOR301W,ORF,880965-882272,880965,882272,+,not essential,YOR301W
YOR302W,YOR302W,ORF,882765-882842,882765,882842,+,not essential,YOR302W
CPA1,YOR303W,ORF,882899-884134,882899,884134,+,not essential,YOR303W
ISW2,YOR304W,ORF,884514-887876,884514,887876,+,not essential,YOR304W
BIL1,YOR304C-A,ORF,888520-888750,888520,888750,-,not essential,YOR304C-A
RRG7,YOR305W,ORF,889022-889750,889022,889750,+,not essential,YOR305W
MCH5,YOR306C,ORF,889867-891432,889867,891432,-,not essential,YOR306C
SLY41,YOR307C,ORF,892731-894092,892731,894092,-,not essential,YOR307C
SNU66,YOR308C,ORF,894624-896387,894624,896387,-,not essential,YOR308C
YOR309C,YOR309C,ORF,896698-897078,896698,897078,-,not essential,YOR309C
NOP58,YOR310C,ORF,896825-898360,896825,898360,-,essential,YOR310C
DGK1,YOR311C,ORF,899056-899928,899056,899928,-,not essential,YOR311C
RPL20B,YOR312C,ORF,900250-901194,900250,901194,-,not essential,YOR312C
SPS4,YOR313C,ORF,901858-902874,901858,902874,-,not essential,YOR313C
YOR314W,YOR314W,ORF,903043-903372,903043,903372,+,not essential,YOR314W
YOR314W-A,YOR314W-A,ORF,904458-904568,904458,904568,+,not essential,YOR314W-A
SFG1,YOR315W,ORF,904760-905800,904760,905800,+,not essential,YOR315W
COT1,YOR316C,ORF,906236-907555,906236,907555,-,not essential,YOR316C
YOR316C-A,YOR316C-A,ORF,907726-907935,907726,907935,-,not essential,YOR316C-A
ARS1528,ARS1528,ARS,908296-908544,908296,908544,0,not essential,ARS1528
FAA1,YOR317W,ORF,909343-911445,909343,911445,+,not essential,YOR317W
YOR318C,YOR318C,ORF,911784-912436,911784,912436,-,not essential,YOR318C
HSH49,YOR319W,ORF,912822-913463,912822,913463,+,essential,YOR319W
GNT1,YOR320C,ORF,913619-915094,913619,915094,-,not essential,YOR320C
PMT3,YOR321W,ORF,916030-918291,916030,918291,+,not essential,YOR321W
LDB19,YOR322C,ORF,918606-921062,918606,921062,-,not essential,YOR322C
PRO2,YOR323C,ORF,921535-922905,921535,922905,-,not essential,YOR323C
FRT1,YOR324C,ORF,923232-925040,923232,925040,-,not essential,YOR324C
YOR325W,YOR325W,ORF,924577-925050,924577,925050,+,not essential,YOR325W
MYO2,YOR326W,ORF,925721-930445,925721,930445,+,essential,YOR326W
SNC2,YOR327C,ORF,930734-931081,930734,931081,-,not essential,YOR327C
PDR10,YOR328W,ORF,931803-936497,931803,936497,+,not essential,YOR328W
SCD5,YOR329C,ORF,936731-939349,936731,939349,-,essential,YOR329C
YOR329W-A,YOR329W-A,ORF,939348-939557,939348,939557,+,not essential,YOR329W-A
MIP1,YOR330C,ORF,939621-943385,939621,943385,-,not essential,YOR330C
YOR331C,YOR331C,ORF,943565-944122,943565,944122,-,not essential,YOR331C
VMA4,YOR332W,ORF,943656-944357,943656,944357,+,not essential,YOR332W
YOR333C,YOR333C,ORF,944541-944957,944541,944957,-,not essential,YOR333C
MRS2,YOR334W,ORF,944596-946008,944596,946008,+,not essential,YOR334W
ALA1,YOR335C,ORF,946233-949109,946233,949109,-,essential,YOR335C
YOR335W-A,YOR335W-A,ORF,946568-946648,946568,946648,+,not essential,YOR335W-A
KRE5,YOR336W,ORF,949773-953870,949773,953870,+,essential,YOR336W
TEA1,YOR337W,ORF,954344-956623,954344,956623,+,not essential,YOR337W
YOR338W,YOR338W,ORF,956898-957989,956898,957989,+,not essential,YOR338W
UBC11,YOR339C,ORF,958362-958832,958362,958832,-,not essential,YOR339C
RPA43,YOR340C,ORF,959202-960182,959202,960182,-,essential,YOR340C
RPA190,YOR341W,ORF,960987-965981,960987,965981,+,essential,YOR341W
YOR342C,YOR342C,ORF,966666-967625,966666,967625,-,not essential,YOR342C
YOR343C,YOR343C,ORF,968148-968474,968148,968474,-,not essential,YOR343C
YORWsigma4,YORWsigma4,long terminal repeat,968991-969301,968991,969301,+,not essential,YORWsigma4
YORWdelta22,YORWdelta22,long terminal repeat,969293-969431,969293,969431,+,not essential,YORWdelta22
YORWTy2-2,YORWTy2-2,LTR retrotransposon,970286-976244,970286,976244,+,not essential,YORWTy2-2
YORWdelta23,YORWdelta23,long terminal repeat,970286-970617,970286,970617,+,not essential,YORWdelta23
YOR343W-A,YOR343W-A,transposable element gene,970578-971894,970578,971894,+,not essential,YOR343W-A
YOR343W-B,YOR343W-B,transposable element gene,970578-975891,970578,975891,+,not essential,YOR343W-B
YORWdelta24,YORWdelta24,long terminal repeat,975913-976244,975913,976244,+,not essential,YORWdelta24
EMT2,YNCO0030W,tRNA gene,976421-976493,976421,976493,+,not essential,YNCO0030W
TYE7,YOR344C,ORF,977194-978069,977194,978069,-,not essential,YOR344C
YORCdelta25,YORCdelta25,long terminal repeat,980259-980590,980259,980590,-,not essential,YORCdelta25
YNCO0031W,YNCO0031W,tRNA gene,980683-980787,980683,980787,+,not essential,YNCO0031W
ARS1529,ARS1529,ARS,981462-981697,981462,981697,0,not essential,ARS1529
YOR345C,YOR345C,ORF,981812-982162,981812,982162,-,not essential,YOR345C
REV1,YOR346W,ORF,981828-984785,981828,984785,+,not essential,YOR346W
PYK2,YOR347C,ORF,984942-986462,984942,986462,-,not essential,YOR347C
PUT4,YOR348C,ORF,986899-988782,986899,988782,-,not essential,YOR348C
CIN1,YOR349W,ORF,989789-992833,989789,992833,+,not essential,YOR349W
MNE1,YOR350C,ORF,992864-994855,992864,994855,-,not essential,YOR350C
MEK1,YOR351C,ORF,995018-996511,995018,996511,-,not essential,YOR351C
TFB6,YOR352W,ORF,997213-998244,997213,998244,+,not essential,YOR352W
SOG2,YOR353C,ORF,998453-1000828,998453,1000828,-,essential,YOR353C
MSC6,YOR354C,ORF,1001147-1003225,1001147,1003225,-,not essential,YOR354C
GDS1,YOR355W,ORF,1005137-1006705,1005137,1006705,+,not essential,YOR355W
CIR2,YOR356W,ORF,1007221-1009116,1007221,1009116,+,not essential,YOR356W
SNX3,YOR357C,ORF,1009224-1009712,1009224,1009712,-,not essential,YOR357C
HAP5,YOR358W,ORF,1010161-1010889,1010161,1010889,+,not essential,YOR358W
VTS1,YOR359W,ORF,1011189-1012760,1011189,1012760,+,not essential,YOR359W
PDE2,YOR360C,ORF,1013241-1014821,1013241,1014821,-,not essential,YOR360C
PRT1,YOR361C,ORF,1015361-1017652,1015361,1017652,-,essential,YOR361C
PRE10,YOR362C,ORF,1017880-1018746,1017880,1018746,-,essential,YOR362C
PIP2,YOR363C,ORF,1020222-1023212,1020222,1023212,-,not essential,YOR363C
YOR364W,YOR364W,ORF,1023371-1023739,1023371,1023739,+,not essential,YOR364W
YOR365C,YOR365C,ORF,1023461-1025572,1023461,1025572,-,not essential,YOR365C
YOR366W,YOR366W,ORF,1025256-1025609,1025256,1025609,+,not essential,YOR366W
SCP1,YOR367W,ORF,1026007-1026609,1026007,1026609,+,not essential,YOR367W
RAD17,YOR368W,ORF,1026843-1028048,1026843,1028048,+,not essential,YOR368W
RPS12,YOR369C,ORF,1028194-1028625,1028194,1028625,-,not essential,YOR369C
MRS6,YOR370C,ORF,1029183-1030994,1029183,1030994,-,essential,YOR370C
GPB1,YOR371C,ORF,1031489-1034182,1031489,1034182,-,not essential,YOR371C
NDD1,YOR372C,ORF,1034807-1036471,1034807,1036471,-,essential,YOR372C
NUD1,YOR373W,ORF,1036834-1039389,1036834,1039389,+,essential,YOR373W
ALD4,YOR374W,ORF,1039840-1041399,1039840,1041399,+,not essential,YOR374W
GDH1,YOR375C,ORF,1041678-1043042,1041678,1043042,-,not essential,YOR375C
YOR376W,YOR376W,ORF,1043191-1043559,1043191,1043559,+,not essential,YOR376W
YOR376W-A,YOR376W-A,ORF,1045196-1045351,1045196,1045351,+,not essential,YOR376W-A
ATF1,YOR377W,ORF,1046226-1047803,1046226,1047803,+,not essential,YOR377W
AMF1,YOR378W,ORF,1049511-1051058,1049511,1051058,+,not essential,YOR378W
YOR379C,YOR379C,ORF,1050726-1051064,1050726,1051064,-,not essential,YOR379C
RDR1,YOR380W,ORF,1051290-1052930,1051290,1052930,+,not essential,YOR380W
FRE3,YOR381W,ORF,1055545-1057680,1055545,1057680,+,not essential,YOR381W
YOR381W-A,YOR381W-A,ORF,1058423-1058590,1058423,1058590,+,not essential,YOR381W-A
FIT2,YOR382W,ORF,1059531-1059992,1059531,1059992,+,not essential,YOR382W
FIT3,YOR383C,ORF,1060441-1061055,1060441,1061055,-,not essential,YOR383C
FRE5,YOR384W,ORF,1061564-1063648,1061564,1063648,+,not essential,YOR384W
YOR385W,YOR385W,ORF,1065043-1065915,1065043,1065915,+,not essential,YOR385W
PHR1,YOR386W,ORF,1066839-1068536,1066839,1068536,+,not essential,YOR386W
YOR387C,YOR387C,ORF,1069621-1070241,1069621,1070241,-,not essential,YOR387C
FDH1,YOR388C,ORF,1071793-1072923,1071793,1072923,-,not essential,YOR388C
YOR389W,YOR389W,ORF,1074213-1076087,1074213,1076087,+,not essential,YOR389W
FEX1,YOR390W,ORF,1076784-1077911,1076784,1077911,+,not essential,YOR390W
HSP33,YOR391C,ORF,1078545-1079258,1078545,1079258,-,not essential,YOR391C
YOR392W,YOR392W,ORF,1079282-1079725,1079282,1079725,+,not essential,YOR392W
ERR1,YOR393W,ORF,1080276-1081589,1080276,1081589,+,not essential,YOR393W
PAU21,YOR394W,ORF,1082718-1083212,1082718,1083212,+,not essential,YOR394W
TEL15R,TEL15R,telomere,1083922-1091291,1083922,1091291,+,not essential,TEL15R
YOR394C-A,YOR394C-A,ORF,1084202-1084369,1084202,1084369,-,not essential,YOR394C-A
YRF1-8,YOR396W,ORF,1085473-1090863,1085473,1090863,+,not essential,YOR396W
YOR396C-A,YOR396C-A,ORF,1090015-1090497,1090015,1090497,-,not essential,YOR396C-A
TEL16L,TEL16L,telomere,1-7223,1,7223,-,not essential,TEL16L
YRF1-7,YPL283C,ORF,280-6007,280,6007,-,not essential,YPL283C
YPL283W-B,YPL283W-B,ORF,643-1125,643,1125,+,not essential,YPL283W-B
YPL283W-A,YPL283W-A,ORF,1426-2001,1426,2001,+,not essential,YPL283W-A
PAU22,YPL282C,ORF,7933-8427,7933,8427,-,not essential,YPL282C
ERR2,YPL281C,ORF,9557-10870,9557,10870,-,not essential,YPL281C
HSP32,YPL280W,ORF,11887-12600,11887,12600,+,not essential,YPL280W
FEX2,YPL279C,ORF,13228-14355,13228,14355,-,not essential,YPL279C
YPL278C,YPL278C,ORF,15053-15355,15053,15355,-,not essential,YPL278C
YPL277C,YPL277C,ORF,15405-16868,15405,16868,-,not essential,YPL277C
YPL276W,YPL276W,pseudogene,17948-18385,17948,18385,+,not essential,YPL276W
FDH2,YPL275W,pseudogene,18369-19079,18369,19079,+,not essential,YPL275W
ARS1603,ARS1603,ARS,18370-19069,18370,19069,0,not essential,ARS1603
SAM3,YPL274W,ORF,22938-24701,22938,24701,+,not essential,YPL274W
SAM4,YPL273W,ORF,25087-26064,25087,26064,+,not essential,YPL273W
PBI1,YPL272C,ORF,26611-28164,26611,28164,-,not essential,YPL272C
ATP15,YPL271W,ORF,30079-30267,30079,30267,+,not essential,YPL271W
MDL2,YPL270W,ORF,30482-32803,30482,32803,+,not essential,YPL270W
KAR9,YPL269W,ORF,33013-34947,33013,34947,+,not essential,YPL269W
PLC1,YPL268W,ORF,35236-37845,35236,37845,+,not essential,YPL268W
ACM1,YPL267W,ORF,38169-38798,38169,38798,+,not essential,YPL267W
DIM1,YPL266W,ORF,39121-40077,39121,40077,+,essential,YPL266W
DIP5,YPL265W,ORF,41043-42869,41043,42869,+,not essential,YPL265W
ARS1604,ARS1604,ARS,42977-43212,42977,43212,0,not essential,ARS1604
YPL264C,YPL264C,ORF,43283-44344,43283,44344,-,not essential,YPL264C
KEL3,YPL263C,ORF,44551-46506,44551,46506,-,not essential,YPL263C
FUM1,YPL262W,ORF,47336-48802,47336,48802,+,not essential,YPL262W
YPL261C,YPL261C,ORF,48996-49304,48996,49304,-,not essential,YPL261C
CUB1,YPL260W,ORF,49303-50958,49303,50958,+,not essential,YPL260W
APM1,YPL259C,ORF,51244-52671,51244,52671,-,not essential,YPL259C
THI21,YPL258C,ORF,53498-55153,53498,55153,-,not essential,YPL258C
YPLCdelta1,YPLCdelta1,long terminal repeat,55657-55858,55657,55858,-,not essential,YPLCdelta1
YNCP0001C,YNCP0001C,tRNA gene,56169-56274,56169,56274,-,not essential,YNCP0001C
YPLWsigma1,YPLWsigma1,long terminal repeat,56290-56358,56290,56358,+,not essential,YPLWsigma1
YPLWdelta2,YPLWdelta2,long terminal repeat,56409-56451,56409,56451,+,not essential,YPLWdelta2
YPLWdelta3,YPLWdelta3,long terminal repeat,56452-56788,56452,56788,+,not essential,YPLWdelta3
YPLWTy1-1,YPLWTy1-1,LTR retrotransposon,56452-62375,56452,62375,+,not essential,YPLWTy1-1
YPL257W-B,YPL257W-B,transposable element gene,56748-62016,56748,62016,+,not essential,YPL257W-B
YPL257W-A,YPL257W-A,transposable element gene,56748-58070,56748,58070,+,not essential,YPL257W-A
YPLWdelta4,YPLWdelta4,long terminal repeat,62039-62375,62039,62375,+,not essential,YPLWdelta4
YPLWdelta5,YPLWdelta5,long terminal repeat,62389-62720,62389,62720,+,not essential,YPLWdelta5
YPLWdelta6,YPLWdelta6,long terminal repeat,62724-63006,62724,63006,+,not essential,YPLWdelta6
YPL257W,YPL257W,ORF,63279-63860,63279,63860,+,not essential,YPL257W
CLN2,YPL256C,ORF,64977-66614,64977,66614,-,not essential,YPL256C
BBP1,YPL255W,ORF,67725-68882,67725,68882,+,essential,YPL255W
HFI1,YPL254W,ORF,69485-70951,69485,70951,+,not essential,YPL254W
VIK1,YPL253C,ORF,71063-73006,71063,73006,-,not essential,YPL253C
ARS1605,ARS1605,ARS,73032-73227,73032,73227,0,not essential,ARS1605
YAH1,YPL252C,ORF,73363-73881,73363,73881,-,essential,YPL252C
YPL251W,YPL251W,ORF,73625-73927,73625,73927,+,not essential,YPL251W
ATG41,YPL250C,ORF,74309-74719,74309,74719,-,not essential,YPL250C
RPL36B,YPL249C-A,ORF,75699-76239,75699,76239,-,not essential,YPL249C-A
YPL250W-A,YPL250W-A,ORF,75702-75989,75702,75989,+,not essential,YPL250W-A
GYP5,YPL249C,ORF,76669-79353,76669,79353,-,not essential,YPL249C
YNCP0002W,YNCP0002W,ncRNA gene,79562-82648,79562,82648,+,not essential,YNCP0002W
GAL4,YPL248C,ORF,79711-82356,79711,82356,-,not essential,YPL248C
YPL247C,YPL247C,ORF,82625-84196,82625,84196,-,not essential,YPL247C
RBD2,YPL246C,ORF,84509-85297,84509,85297,-,not essential,YPL246C
YPL245W,YPL245W,ORF,85586-86950,85586,86950,+,not essential,YPL245W
HUT1,YPL244C,ORF,87014-88033,87014,88033,-,not essential,YPL244C
SRP68,YPL243W,ORF,88517-90316,88517,90316,+,essential,YPL243W
IQG1,YPL242C,ORF,90622-95109,90622,95109,-,essential,YPL242C
CIN2,YPL241C,ORF,95372-96258,95372,96258,-,not essential,YPL241C
